Country ISO3;Country Name;Indicator Id;Indicator;Subindicator Type;2015;2017
AZE;Azerbaijan;3558;WEF Ground and port infrastructure, 1-7 (best);Value;3.55293501;3.705327108
AZE;Azerbaijan;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;65;49
AZE;Azerbaijan;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;3.300825144;3.329409519
AZE;Azerbaijan;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;93;89
AZE;Azerbaijan;3562;WEF Natural resources pillar, 1-7 (best);Value;2.029407331;2.376830458
AZE;Azerbaijan;3563;WEF Natural resources pillar, 1-7 (best);Rank;130;109
AZE;Azerbaijan;3564;WEF Cultural resources and business travel, 1-7 (best);Value;1.533153224;1.726306
AZE;Azerbaijan;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;75;69
BDI;Burundi;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;2.696714579;2.56538615
BDI;Burundi;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;135;134
BDI;Burundi;3526;WEF Enabling environment subindex, 1-7 (best);Value;3.550305163;3.466512235
BDI;Burundi;3527;WEF Enabling environment subindex, 1-7 (best);Rank;129;128
BDI;Burundi;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;3.601460684;3.281758501
BDI;Burundi;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;121;134
BDI;Burundi;3530;WEF Infrastructure subindex, 1-7 (best);Value;2.111009718;1.920553888
BDI;Burundi;3531;WEF Infrastructure subindex, 1-7 (best);Rank;135;130
BDI;Burundi;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;1.52408275;1.592719975
BDI;Burundi;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;136;130
BDI;Burundi;3534;WEF Business environment, 1-7 (best);Value;3.782884097;3.864058717
BDI;Burundi;3535;WEF Business environment, 1-7 (best);Rank;120;122
BDI;Burundi;3536;WEF Safety and security pillar, 1-7 (best);Value;4.546790422;
BDI;Burundi;3537;WEF Safety and security pillar, 1-7 (best);Rank;112;
BDI;Burundi;3538;WEF Health and hygiene, 1-7 (best);Value;3.91107445;3.803870116
BDI;Burundi;3539;WEF Health and hygiene, 1-7 (best);Rank;113;111
BDI;Burundi;3540;WEF Human resources and labour market, 1-7 (best);Value;3.609066796;3.859670331
BDI;Burundi;3541;WEF Human resources and labour market, 1-7 (best);Rank;129;119
BDI;Burundi;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;1.901710048;1.572963345
BDI;Burundi;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;135;136
BDI;Burundi;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;2.446582227;2.510675345
BDI;Burundi;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;141;134
BDI;Burundi;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;3.151492364;1.791492364
BDI;Burundi;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;67;128
BDI;Burundi;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;5.024920416;4.723231372
BDI;Burundi;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;39;82
BDI;Burundi;3554;WEF Environmental sustainability, 1-7 (best);Value;3.78284773;4.101634924
BDI;Burundi;3555;WEF Environmental sustainability, 1-7 (best);Rank;98;74
BDI;Burundi;3556;WEF Air transport infrastructure, 1-7 (best);Value;1.637931122;1.579165668
BDI;Burundi;3557;WEF Air transport infrastructure, 1-7 (best);Rank;132;130
BDI;Burundi;3558;WEF Ground and port infrastructure, 1-7 (best);Value;2.799065412;2.339262905
BDI;Burundi;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;107;115
BDI;Burundi;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;1.896032619;1.843233091
BDI;Burundi;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;141;136
BDI;Burundi;3562;WEF Natural resources pillar, 1-7 (best);Value;1.907125811;2.03960816
BDI;Burundi;3563;WEF Natural resources pillar, 1-7 (best);Rank;134;129
BDI;Burundi;3564;WEF Cultural resources and business travel, 1-7 (best);Value;1.141039688;1.14583179
BDI;Burundi;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;128;130
BEL;Belgium;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;4.508112584;4.541969166
BEL;Belgium;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;21;21
BEL;Belgium;3526;WEF Enabling environment subindex, 1-7 (best);Value;5.576913707;5.722381969
BEL;Belgium;3527;WEF Enabling environment subindex, 1-7 (best);Rank;21;19
BEL;Belgium;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;4.152828001;4.391469283
BEL;Belgium;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;68;53
BEL;Belgium;3530;WEF Infrastructure subindex, 1-7 (best);Value;5.145999826;4.910404552
BEL;Belgium;3531;WEF Infrastructure subindex, 1-7 (best);Rank;15;17
BEL;Belgium;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;3.156708804;3.14362086
BEL;Belgium;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;34;40
BEL;Belgium;3534;WEF Business environment, 1-7 (best);Value;4.709996952;4.92839299
BEL;Belgium;3535;WEF Business environment, 1-7 (best);Rank;45;37
BEL;Belgium;3536;WEF Safety and security pillar, 1-7 (best);Value;6.182141573;
BEL;Belgium;3537;WEF Safety and security pillar, 1-7 (best);Rank;16;
BEL;Belgium;3538;WEF Health and hygiene, 1-7 (best);Value;6.494896274;6.711238115
BEL;Belgium;3539;WEF Health and hygiene, 1-7 (best);Rank;12;4
BEL;Belgium;3540;WEF Human resources and labour market, 1-7 (best);Value;5.028436071;5.347059041
BEL;Belgium;3541;WEF Human resources and labour market, 1-7 (best);Rank;27;17
BEL;Belgium;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;5.469097663;5.722465699
BEL;Belgium;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;24;24
BEL;Belgium;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;4.468469508;4.473506797
BEL;Belgium;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;78;78
BEL;Belgium;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;4.126379274;4.146379274
BEL;Belgium;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;20;28
BEL;Belgium;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;3.732732822;4.378396667
BEL;Belgium;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;120;105
BEL;Belgium;3554;WEF Environmental sustainability, 1-7 (best);Value;4.283730402;4.567594393
BEL;Belgium;3555;WEF Environmental sustainability, 1-7 (best);Rank;57;35
BEL;Belgium;3556;WEF Air transport infrastructure, 1-7 (best);Value;3.829672021;3.743106338
BEL;Belgium;3557;WEF Air transport infrastructure, 1-7 (best);Rank;38;37
BEL;Belgium;3558;WEF Ground and port infrastructure, 1-7 (best);Value;5.963119309;5.69920719
BEL;Belgium;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;6;6
BEL;Belgium;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;5.645208148;5.288900126
BEL;Belgium;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;22;31
BEL;Belgium;3562;WEF Natural resources pillar, 1-7 (best);Value;2.645605421;2.196542079
BEL;Belgium;3563;WEF Natural resources pillar, 1-7 (best);Rank;87;122
BEL;Belgium;3564;WEF Cultural resources and business travel, 1-7 (best);Value;3.667812187;4.090699642
BEL;Belgium;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;18;17
BEN;Benin;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;;2.842112832
BEN;Benin;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;;127
BEN;Benin;3526;WEF Enabling environment subindex, 1-7 (best);Value;;3.927335443
BEN;Benin;3527;WEF Enabling environment subindex, 1-7 (best);Rank;;113
BEN;Benin;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;;3.36743671
BEN;Benin;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;;133
BEN;Benin;3530;WEF Infrastructure subindex, 1-7 (best);Value;;2.151252093
BEN;Benin;3531;WEF Infrastructure subindex, 1-7 (best);Rank;;125
BEN;Benin;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;;1.92242708
BEN;Benin;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;;111
BEN;Benin;3534;WEF Business environment, 1-7 (best);Value;;4.293112031
BEN;Benin;3535;WEF Business environment, 1-7 (best);Rank;;85
BEN;Benin;3538;WEF Health and hygiene, 1-7 (best);Value;;2.901473417
BEN;Benin;3539;WEF Health and hygiene, 1-7 (best);Rank;;126
BEN;Benin;3540;WEF Human resources and labour market, 1-7 (best);Value;;4.499693574
BEN;Benin;3541;WEF Human resources and labour market, 1-7 (best);Rank;;75
BEN;Benin;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;;2.705575026
BEN;Benin;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;;120
BEN;Benin;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;;3.141914463
BEN;Benin;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;;129
BEN;Benin;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;;1.537127113
BEN;Benin;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;;133
BEN;Benin;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;;4.911534534
BEN;Benin;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;;65
BEN;Benin;3554;WEF Environmental sustainability, 1-7 (best);Value;;3.879170728
BEN;Benin;3555;WEF Environmental sustainability, 1-7 (best);Rank;;95
BEN;Benin;3556;WEF Air transport infrastructure, 1-7 (best);Value;;1.674764546
BEN;Benin;3557;WEF Air transport infrastructure, 1-7 (best);Rank;;126
BEN;Benin;3558;WEF Ground and port infrastructure, 1-7 (best);Value;;2.343162165
BEN;Benin;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;;114
BEN;Benin;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;;2.435829569
BEN;Benin;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;;121
BEN;Benin;3562;WEF Natural resources pillar, 1-7 (best);Value;;2.671607373
BEN;Benin;3563;WEF Natural resources pillar, 1-7 (best);Rank;;85
BEN;Benin;3564;WEF Cultural resources and business travel, 1-7 (best);Value;;1.173246787
BEN;Benin;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;;126
BFA;Burkina Faso;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;2.667276328;
BFA;Burkina Faso;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;136;
BFA;Burkina Faso;3526;WEF Enabling environment subindex, 1-7 (best);Value;3.359252944;
BFA;Burkina Faso;3527;WEF Enabling environment subindex, 1-7 (best);Rank;133;
BFA;Burkina Faso;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;3.558176428;
BFA;Burkina Faso;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;125;
BFA;Burkina Faso;3530;WEF Infrastructure subindex, 1-7 (best);Value;2.018132481;
BFA;Burkina Faso;3531;WEF Infrastructure subindex, 1-7 (best);Rank;138;
BFA;Burkina Faso;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;1.733543458;
BFA;Burkina Faso;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;124;
BFA;Burkina Faso;3534;WEF Business environment, 1-7 (best);Value;4.053477744;
BFA;Burkina Faso;3535;WEF Business environment, 1-7 (best);Rank;103;
BFA;Burkina Faso;3536;WEF Safety and security pillar, 1-7 (best);Value;4.902894234;
BFA;Burkina Faso;3537;WEF Safety and security pillar, 1-7 (best);Rank;94;
BFA;Burkina Faso;3538;WEF Health and hygiene, 1-7 (best);Value;2.782466993;
BFA;Burkina Faso;3539;WEF Health and hygiene, 1-7 (best);Rank;134;
BFA;Burkina Faso;3540;WEF Human resources and labour market, 1-7 (best);Value;3.30673773;
BFA;Burkina Faso;3541;WEF Human resources and labour market, 1-7 (best);Rank;134;
BFA;Burkina Faso;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;1.750688018;
BFA;Burkina Faso;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;139;
BFA;Burkina Faso;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;3.554037713;
BFA;Burkina Faso;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;122;
BFA;Burkina Faso;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;1.598650907;
BFA;Burkina Faso;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;136;
BFA;Burkina Faso;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;4.606830492;
BFA;Burkina Faso;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;75;
BFA;Burkina Faso;3554;WEF Environmental sustainability, 1-7 (best);Value;4.473186599;
BFA;Burkina Faso;3555;WEF Environmental sustainability, 1-7 (best);Rank;35;
BFA;Burkina Faso;3556;WEF Air transport infrastructure, 1-7 (best);Value;1.587227187;
BFA;Burkina Faso;3557;WEF Air transport infrastructure, 1-7 (best);Rank;136;
BFA;Burkina Faso;3558;WEF Ground and port infrastructure, 1-7 (best);Value;2.133421049;
BFA;Burkina Faso;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;134;
BFA;Burkina Faso;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;2.333749206;
BFA;Burkina Faso;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;131;
BFA;Burkina Faso;3562;WEF Natural resources pillar, 1-7 (best);Value;2.178213581;
BFA;Burkina Faso;3563;WEF Natural resources pillar, 1-7 (best);Rank;117;
BFA;Burkina Faso;3564;WEF Cultural resources and business travel, 1-7 (best);Value;1.288873335;
BFA;Burkina Faso;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;114;
BGD;Bangladesh;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;2.897134185;2.890047203
BGD;Bangladesh;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;127;125
BGD;Bangladesh;3526;WEF Enabling environment subindex, 1-7 (best);Value;3.866198721;3.802030751
BGD;Bangladesh;3527;WEF Enabling environment subindex, 1-7 (best);Rank;113;119
BGD;Bangladesh;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;3.301012536;3.421493195
BGD;Bangladesh;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;137;130
BGD;Bangladesh;3530;WEF Infrastructure subindex, 1-7 (best);Value;2.491401275;2.324706148
BGD;Bangladesh;3531;WEF Infrastructure subindex, 1-7 (best);Rank;114;115
BGD;Bangladesh;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;1.929924208;2.01195872
BGD;Bangladesh;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;104;106
BGD;Bangladesh;3534;WEF Business environment, 1-7 (best);Value;4.057366347;4.096403846
BGD;Bangladesh;3535;WEF Business environment, 1-7 (best);Rank;102;104
BGD;Bangladesh;3536;WEF Safety and security pillar, 1-7 (best);Value;4.426817319;
BGD;Bangladesh;3537;WEF Safety and security pillar, 1-7 (best);Rank;115;
BGD;Bangladesh;3538;WEF Health and hygiene, 1-7 (best);Value;4.294765283;4.339690552
BGD;Bangladesh;3539;WEF Health and hygiene, 1-7 (best);Rank;107;107
BGD;Bangladesh;3540;WEF Human resources and labour market, 1-7 (best);Value;3.850194256;3.801193377
BGD;Bangladesh;3541;WEF Human resources and labour market, 1-7 (best);Rank;118;121
BGD;Bangladesh;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;2.701850398;3.082063695
BGD;Bangladesh;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;119;116
BGD;Bangladesh;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;3.193261825;3.183047343
BGD;Bangladesh;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;133;127
BGD;Bangladesh;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;2.571692843;2.471692843
BGD;Bangladesh;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;92;104
BGD;Bangladesh;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;4.430267679;4.656018155
BGD;Bangladesh;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;90;89
BGD;Bangladesh;3554;WEF Environmental sustainability, 1-7 (best);Value;3.008827796;3.375214438
BGD;Bangladesh;3555;WEF Environmental sustainability, 1-7 (best);Rank;135;128
BGD;Bangladesh;3556;WEF Air transport infrastructure, 1-7 (best);Value;1.865069063;1.932062065
BGD;Bangladesh;3557;WEF Air transport infrastructure, 1-7 (best);Rank;123;113
BGD;Bangladesh;3558;WEF Ground and port infrastructure, 1-7 (best);Value;3.293009338;3.107621496
BGD;Bangladesh;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;75;74
BGD;Bangladesh;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;2.316125423;1.934434881
BGD;Bangladesh;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;132;133
BGD;Bangladesh;3562;WEF Natural resources pillar, 1-7 (best);Value;2.302389552;2.387576586
BGD;Bangladesh;3563;WEF Natural resources pillar, 1-7 (best);Rank;109;107
BGD;Bangladesh;3564;WEF Cultural resources and business travel, 1-7 (best);Value;1.557458863;1.636340853
BGD;Bangladesh;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;71;74
BGR;Bulgaria;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;4.049556981;4.13603739
BGR;Bulgaria;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;49;45
BGR;Bulgaria;3526;WEF Enabling environment subindex, 1-7 (best);Value;5.130323117;5.205998938
BGR;Bulgaria;3527;WEF Enabling environment subindex, 1-7 (best);Rank;46;47
BGR;Bulgaria;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;4.437238292;4.609357878
BGR;Bulgaria;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;22;19
BGR;Bulgaria;3530;WEF Infrastructure subindex, 1-7 (best);Value;3.929103065;3.759863669
BGR;Bulgaria;3531;WEF Infrastructure subindex, 1-7 (best);Rank;52;53
BGR;Bulgaria;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;2.701563449;2.968929074
